tipreg;sociedad;tipo docum;fecha doc;fecha cont.;moneda;referencia;texto cabecera;libre1;clave contab.;CUENTA;IND. CME;SOC.  GL;DIVISION;CECO;IMPORTE;ASIGNACION;TEXTO POS.;XREF1;XREF2;XREF3;FECH. BASE VENCIM.; 
 2;;;;;;;;;D;;;;;646;0;;PEPEPHONE - 646;10077072020;;;; 
 2;;;;;;;;;D;;;;;796;0;;PEPEPHONE - 796;10077072020;;;; 
 2;;;;;;;;;D;;;;;822;0;;PEPEPHONE - 822;10077072020;;;; 
 2;;;;;;;;;D;;;;;1948;0;;PEPEPHONE - J48;10077072020;;;; 
 2;;;;;;;;;D;;;;;1952;0;;PEPEPHONE - J52;10077072020;;;; 
 2;;;;;;;;;D;;;;;1996;0;;PEPEPHONE - J96;10077072020;;;; 
 2;;;;;;;;;D;;;;;2257;0;;PEPEPHONE - M57;10077072020;;;; 
 2;;;;;;;;;D;;;;;2285;0;;PEPEPHONE - M85;10077072020;;;; 
 2;;;;;;;;;D;;;;;3218;0;;PEPEPHONE - Q18;10077072020;;;; 
 2;;;;;;;;;D;;;;;3224;0;;PEPEPHONE - Q24;10077072020;;;; 
 2;;;;;;;;;D;;;;;3229;0;;PEPEPHONE - Q29;10077072020;;;; 
 2;;;;;;;;;D;;;;;3232;0;;PEPEPHONE - Q32;10077072020;;;; 
 2;;;;;;;;;D;;;;;3280;0;;PEPEPHONE - Q80;10077072020;;;; 
 2;;;;;;;;;D;;;;;3285;0;;PEPEPHONE - Q85;10077072020;;;; 
 2;;;;;;;;;D;;;;;2512;0;;PEPEPHONE - R12;10077072020;;;; 
 2;;;;;;;;;D;;;;;2524;0;;PEPEPHONE - R24;10077072020;;;; 
 2;;;;;;;;;D;;;;;2540;0;;PEPEPHONE - R40;10077072020;;;; 
 2;;;;;;;;;D;;;;;2557;0;;PEPEPHONE - R57;10077072020;;;; 
 2;;;;;;;;;D;;;;;2564;0;;PEPEPHONE - R64;10077072020;;;; 
 2;;;;;;;;;D;;;;;2585;0;;PEPEPHONE - R85;10077072020;;;; 
 2;;;;;;;;;D;;;;;2619;0;;PEPEPHONE - S19;10077072020;;;; 
 2;;;;;;;;;D;;;;;2633;0;;PEPEPHONE - S33;10077072020;;;; 
 2;;;;;;;;;D;;;;;2650;0;;PEPEPHONE - S50;10077072020;;;; 
 2;;;;;;;;;D;;;;;2694;0;;PEPEPHONE - S94;10077072020;;;; 
 2;;;;;;;;;D;;;;;2754;0;;PEPEPHONE - T54;10077072020;;;; 
 2;;;;;;;;;D;;;;;2802;0;;PEPEPHONE - V02;10077072020;;;; 
 2;;;;;;;;;D;;;;;2827;0;;PEPEPHONE - V27;10077072020;;;; 
 2;;;;;;;;;D;;;;;2879;0;;PEPEPHONE - V79;10077072020;;;; 
 2;;;;;;;;;D;;;;;2911;0;;PEPEPHONE - X11;10077072020;;;; 
 2;;;;;;;;;H;;;;;;0;;Total PEPEPHONE- mes 07;100772007;;;; 
 
