tipreg;sociedad;tipo docum;fecha doc;fecha cont.;moneda;referencia;texto cabecera;libre1;clave contab.;CUENTA;IND. CME;SOC.  GL;DIVISION;CECO;IMPORTE;ASIGNACION;TEXTO POS.;XREF1;XREF2;XREF3;FECH. BASE VENCIM.; 
 1;VHA;CG;30072021;30072021;EUR;100772107;BOUTIQUE HALCON 07/21;DISTRI;;;;;;;;;;;;;; 
 2;;;;;;;;;D;;;;;47;11,55;;BOUTIQUE HALCON - 047;10077072021;;;; 
 2;;;;;;;;;H;;;;;;11,55;;Total BOUTIQUE HALCON- mes 07;100772107;;;; 
 1;VHA;CG;30072021;30072021;EUR;100772107;CAJAS REGALO LA VIDA ES BELLA 07/21;DISTRI;;;;;;;;;;;;;; 
 2;;;;;;;;;D;;;;;2879;0;;CAJAS REGALO LA VIDA ES BELLA - V79;10077072021;;;; 
 2;;;;;;;;;H;;;;;;0;;Total CAJAS REGALO LA VIDA ES BELLA- mes 07;100772107;;;; 
 1;VHA;CG;30072021;30072021;EUR;100772107;CAJAS REGALO PLAN B 07/21;DISTRI;;;;;;;;;;;;;; 
 2;;;;;;;;;D;;;;;3218;0;;CAJAS REGALO PLAN B - Q18;10077072021;;;; 
 2;;;;;;;;;D;;;;;2757;0;;CAJAS REGALO PLAN B - T57;10077072021;;;; 
 2;;;;;;;;;D;;;;;2780;0;;CAJAS REGALO PLAN B - T80;10077072021;;;; 
 2;;;;;;;;;H;;;;;;0;;Total CAJAS REGALO PLAN B- mes 07;100772107;;;; 
 1;VHA;CG;30072021;30072021;EUR;100772107;CAJAS REGALOS SMARTBOX 07/21;DISTRI;;;;;;;;;;;;;; 
 2;;;;;;;;;D;;;;;2768;0;;CAJAS REGALOS SMARTBOX - T68;10077072021;;;; 
 2;;;;;;;;;D;;;;;2879;0;;CAJAS REGALOS SMARTBOX - V79;10077072021;;;; 
 2;;;;;;;;;H;;;;;;0;;Total CAJAS REGALOS SMARTBOX- mes 07;100772107;;;; 
 1;VHA;CG;30072021;30072021;EUR;100772107;FOLLETOS HALCON 07/21;DISTRI;;;;;;;;;;;;;; 
 2;;;;;;;;;D;;;;;3288;0;;FOLLETOS HALCON - Q88;10077072021;;;; 
 2;;;;;;;;;D;;;;;2935;0;;FOLLETOS HALCON - X35;10077072021;;;; 
 2;;;;;;;;;H;;;;;;0;;Total FOLLETOS HALCON- mes 07;100772107;;;; 
 1;VHA;CG;30072021;30072021;EUR;100772107;PEPEPHONE 07/21;DISTRI;;;;;;;;;;;;;; 
 2;;;;;;;;;D;;;;;39;0;;PEPEPHONE - 039;10077072021;;;; 
 2;;;;;;;;;D;;;;;42;0;;PEPEPHONE - 042;10077072021;;;; 
 2;;;;;;;;;D;;;;;58;0;;PEPEPHONE - 058;10077072021;;;; 
 2;;;;;;;;;D;;;;;77;0;;PEPEPHONE - 077;10077072021;;;; 
 2;;;;;;;;;D;;;;;86;0;;PEPEPHONE - 086;10077072021;;;; 
 2;;;;;;;;;D;;;;;92;0;;PEPEPHONE - 092;10077072021;;;; 
 2;;;;;;;;;D;;;;;102;0;;PEPEPHONE - 102;10077072021;;;; 
 2;;;;;;;;;D;;;;;106;0;;PEPEPHONE - 106;10077072021;;;; 
 2;;;;;;;;;D;;;;;154;0;;PEPEPHONE - 154;10077072021;;;; 
 2;;;;;;;;;D;;;;;159;0;;PEPEPHONE - 159;10077072021;;;; 
 2;;;;;;;;;D;;;;;166;0;;PEPEPHONE - 166;10077072021;;;; 
 2;;;;;;;;;D;;;;;178;0;;PEPEPHONE - 178;10077072021;;;; 
 2;;;;;;;;;D;;;;;217;0;;PEPEPHONE - 217;10077072021;;;; 
 2;;;;;;;;;D;;;;;233;0;;PEPEPHONE - 233;10077072021;;;; 
 2;;;;;;;;;D;;;;;296;0;;PEPEPHONE - 296;10077072021;;;; 
 2;;;;;;;;;D;;;;;411;0;;PEPEPHONE - 411;10077072021;;;; 
 2;;;;;;;;;D;;;;;607;0;;PEPEPHONE - 607;10077072021;;;; 
 2;;;;;;;;;D;;;;;619;0;;PEPEPHONE - 619;10077072021;;;; 
 2;;;;;;;;;D;;;;;645;0;;PEPEPHONE - 645;10077072021;;;; 
 2;;;;;;;;;D;;;;;646;0;;PEPEPHONE - 646;10077072021;;;; 
 2;;;;;;;;;D;;;;;3266;0;;PEPEPHONE - Q66;10077072021;;;; 
 2;;;;;;;;;D;;;;;3285;0;;PEPEPHONE - Q85;10077072021;;;; 
 2;;;;;;;;;D;;;;;2512;0;;PEPEPHONE - R12;10077072021;;;; 
 2;;;;;;;;;D;;;;;2686;0;;PEPEPHONE - S86;10077072021;;;; 
 2;;;;;;;;;D;;;;;2694;0;;PEPEPHONE - S94;10077072021;;;; 
 2;;;;;;;;;D;;;;;2755;0;;PEPEPHONE - T55;10077072021;;;; 
 2;;;;;;;;;D;;;;;2757;0;;PEPEPHONE - T57;10077072021;;;; 
 2;;;;;;;;;D;;;;;2787;0;;PEPEPHONE - T87;10077072021;;;; 
 2;;;;;;;;;D;;;;;2802;0;;PEPEPHONE - V02;10077072021;;;; 
 2;;;;;;;;;D;;;;;2883;0;;PEPEPHONE - V83;10077072021;;;; 
 2;;;;;;;;;D;;;;;2911;0;;PEPEPHONE - X11;10077072021;;;; 
 2;;;;;;;;;D;;;;;2936;0;;PEPEPHONE - X36;10077072021;;;; 
 2;;;;;;;;;H;;;;;;0;;Total PEPEPHONE- mes 07;100772107;;;; 
 
