tipreg;sociedad;tipo docum;fecha doc;fecha cont.;moneda;referencia;texto cabecera;libre1;clave contab.;CUENTA;IND. CME;SOC.  GL;DIVISION;CECO;IMPORTE;ASIGNACION;TEXTO POS.;XREF1;XREF2;XREF3;FECH. BASE VENCIM.; 
 2;;;;;;;;;D;;;;;184;0;;PEPEPHONE - 184;10077092020;;;; 
 2;;;;;;;;;D;;;;;190;0;;PEPEPHONE - 190;10077092020;;;; 
 2;;;;;;;;;D;;;;;199;0;;PEPEPHONE - 199;10077092020;;;; 
 2;;;;;;;;;D;;;;;210;0;;PEPEPHONE - 210;10077092020;;;; 
 2;;;;;;;;;D;;;;;213;0;;PEPEPHONE - 213;10077092020;;;; 
 2;;;;;;;;;D;;;;;217;0;;PEPEPHONE - 217;10077092020;;;; 
 2;;;;;;;;;D;;;;;251;0;;PEPEPHONE - 251;10077092020;;;; 
 2;;;;;;;;;D;;;;;302;0;;PEPEPHONE - 302;10077092020;;;; 
 2;;;;;;;;;D;;;;;321;0;;PEPEPHONE - 321;10077092020;;;; 
 2;;;;;;;;;D;;;;;367;0;;PEPEPHONE - 367;10077092020;;;; 
 2;;;;;;;;;D;;;;;607;0;;PEPEPHONE - 607;10077092020;;;; 
 2;;;;;;;;;D;;;;;622;0;;PEPEPHONE - 622;10077092020;;;; 
 2;;;;;;;;;D;;;;;668;0;;PEPEPHONE - 668;10077092020;;;; 
 2;;;;;;;;;D;;;;;690;0;;PEPEPHONE - 690;10077092020;;;; 
 2;;;;;;;;;D;;;;;822;0;;PEPEPHONE - 822;10077092020;;;; 
 2;;;;;;;;;D;;;;;2257;0;;PEPEPHONE - M57;10077092020;;;; 
 2;;;;;;;;;D;;;;;2288;0;;PEPEPHONE - M88;10077092020;;;; 
 2;;;;;;;;;D;;;;;3205;0;;PEPEPHONE - Q05;10077092020;;;; 
 2;;;;;;;;;D;;;;;3224;0;;PEPEPHONE - Q24;10077092020;;;; 
 2;;;;;;;;;D;;;;;3229;0;;PEPEPHONE - Q29;10077092020;;;; 
 2;;;;;;;;;D;;;;;3234;0;;PEPEPHONE - Q34;10077092020;;;; 
 2;;;;;;;;;D;;;;;3264;0;;PEPEPHONE - Q64;10077092020;;;; 
 2;;;;;;;;;D;;;;;2524;0;;PEPEPHONE - R24;10077092020;;;; 
 2;;;;;;;;;D;;;;;2530;0;;PEPEPHONE - R30;10077092020;;;; 
 2;;;;;;;;;D;;;;;2601;0;;PEPEPHONE - S01;10077092020;;;; 
 2;;;;;;;;;D;;;;;2633;0;;PEPEPHONE - S33;10077092020;;;; 
 2;;;;;;;;;D;;;;;2650;0;;PEPEPHONE - S50;10077092020;;;; 
 2;;;;;;;;;D;;;;;2666;0;;PEPEPHONE - S66;10077092020;;;; 
 2;;;;;;;;;D;;;;;2697;0;;PEPEPHONE - S97;10077092020;;;; 
 2;;;;;;;;;D;;;;;2748;0;;PEPEPHONE - T48;10077092020;;;; 
 2;;;;;;;;;D;;;;;2755;0;;PEPEPHONE - T55;10077092020;;;; 
 2;;;;;;;;;D;;;;;2768;0;;PEPEPHONE - T68;10077092020;;;; 
 2;;;;;;;;;D;;;;;2780;0;;PEPEPHONE - T80;10077092020;;;; 
 2;;;;;;;;;D;;;;;2787;0;;PEPEPHONE - T87;10077092020;;;; 
 2;;;;;;;;;D;;;;;2796;0;;PEPEPHONE - T96;10077092020;;;; 
 2;;;;;;;;;D;;;;;2911;0;;PEPEPHONE - X11;10077092020;;;; 
 2;;;;;;;;;D;;;;;2935;0;;PEPEPHONE - X35;10077092020;;;; 
 2;;;;;;;;;H;;;;;;0;;Total PEPEPHONE- mes 09;100772009;;;; 
 
