tipreg;sociedad;tipo docum;fecha doc;fecha cont.;moneda;referencia;texto cabecera;libre1;clave contab.;CUENTA;IND. CME;SOC.  GL;DIVISION;CECO;IMPORTE;ASIGNACION;TEXTO POS.;XREF1;XREF2;XREF3;FECH. BASE VENCIM.; 
 1;VHA;CG;30112020;30112020;EUR;100772011;FOLLETOS HALCON 11/20;DISTRI;;;;;;;;;;;;;; 
 2;;;;;;;;;D;;;;;3280;0;;FOLLETOS HALCON - Q80;10077112020;;;; 
 2;;;;;;;;;D;;;;;3288;0;;FOLLETOS HALCON - Q88;10077112020;;;; 
 2;;;;;;;;;H;;;;;;0;;Total FOLLETOS HALCON- mes 11;100772011;;;; 
 1;VHA;CG;30112020;30112020;EUR;100772011;PEPEPHONE 11/20;DISTRI;;;;;;;;;;;;;; 
 2;;;;;;;;;D;;;;;12;0;;PEPEPHONE - 012;10077112020;;;; 
 2;;;;;;;;;D;;;;;42;0;;PEPEPHONE - 042;10077112020;;;; 
 2;;;;;;;;;D;;;;;86;0;;PEPEPHONE - 086;10077112020;;;; 
 2;;;;;;;;;D;;;;;154;0;;PEPEPHONE - 154;10077112020;;;; 
 2;;;;;;;;;D;;;;;184;0;;PEPEPHONE - 184;10077112020;;;; 
 2;;;;;;;;;D;;;;;212;0;;PEPEPHONE - 212;10077112020;;;; 
 2;;;;;;;;;D;;;;;217;0;;PEPEPHONE - 217;10077112020;;;; 
 2;;;;;;;;;D;;;;;233;0;;PEPEPHONE - 233;10077112020;;;; 
 2;;;;;;;;;D;;;;;607;0;;PEPEPHONE - 607;10077112020;;;; 
 2;;;;;;;;;D;;;;;668;0;;PEPEPHONE - 668;10077112020;;;; 
 2;;;;;;;;;D;;;;;1996;0;;PEPEPHONE - J96;10077112020;;;; 
 2;;;;;;;;;D;;;;;3224;0;;PEPEPHONE - Q24;10077112020;;;; 
 2;;;;;;;;;D;;;;;3236;0;;PEPEPHONE - Q36;10077112020;;;; 
 2;;;;;;;;;D;;;;;3248;0;;PEPEPHONE - Q48;10077112020;;;; 
 2;;;;;;;;;D;;;;;3288;0;;PEPEPHONE - Q88;10077112020;;;; 
 2;;;;;;;;;D;;;;;2501;0;;PEPEPHONE - R01;10077112020;;;; 
 2;;;;;;;;;D;;;;;2524;0;;PEPEPHONE - R24;10077112020;;;; 
 2;;;;;;;;;D;;;;;2633;0;;PEPEPHONE - S33;10077112020;;;; 
 2;;;;;;;;;D;;;;;2650;0;;PEPEPHONE - S50;10077112020;;;; 
 2;;;;;;;;;D;;;;;2657;0;;PEPEPHONE - S57;10077112020;;;; 
 2;;;;;;;;;D;;;;;2672;0;;PEPEPHONE - S72;10077112020;;;; 
 2;;;;;;;;;D;;;;;2696;0;;PEPEPHONE - S96;10077112020;;;; 
 2;;;;;;;;;D;;;;;2697;0;;PEPEPHONE - S97;10077112020;;;; 
 2;;;;;;;;;D;;;;;2757;0;;PEPEPHONE - T57;10077112020;;;; 
 2;;;;;;;;;D;;;;;2787;0;;PEPEPHONE - T87;10077112020;;;; 
 2;;;;;;;;;H;;;;;;0;;Total PEPEPHONE- mes 11;100772011;;;; 
 
